-2.706968, -2.643490, -2.614556, -2.604517, -0.466342 
-2.693977, -2.631385, -2.602451, -2.592117, -0.467228 
-2.675376, -2.614556, -2.585326, -2.574697, -0.457485 
-2.651757, -2.592707, -2.563478, -2.552259, -0.439179 
-2.624004, -2.567021, -2.537496, -2.525982, -0.426188 
-2.592117, -2.538382, -2.508267, -2.495867, -0.416445 
-2.556097, -2.505610, -2.475199, -2.461913, -0.405521 
-2.515353, -2.468704, -2.437703, -2.423826, -0.401092 
-2.470475, -2.428255, -2.396369, -2.381311, -0.405816 
-2.420874, -2.383378, -2.350900, -2.334662, -0.403159 
-2.366844, -2.334367, -2.301299, -2.284175, -0.379539 
-2.307499, -2.281518, -2.247564, -2.229259, -0.344110 
-2.239002, -2.220402, -2.185562, -2.165781, -0.312223 
-2.156038, -2.146885, -2.110865, -2.089312, -0.286242 
-2.061264, -2.063626, -2.025834, -2.002510, -0.262031 
-1.963832, -1.978004, -1.938736, -1.913345, -0.235459 
-1.870830, -1.896516, -1.855772, -1.828314, -0.206820 
-1.784913, -1.821228, -1.779303, -1.750074, -0.180543 
-1.704901, -1.751845, -1.708444, -1.678329, -0.156333 
-1.628432, -1.685710, -1.641128, -1.609832, -0.127399 
-1.551963, -1.619280, -1.573516, -1.541335, -0.093446 
-1.471656, -1.549011, -1.502362, -1.469590, -0.065102 
-1.386921, -1.474904, -1.427369, -1.393711, -0.046501 
-1.300118, -1.398730, -1.350015, -1.315471, -0.028491 
-1.212725, -1.321966, -1.272365, -1.236640, -0.001919 
-1.124742, -1.244316, -1.193829, -1.157514, 0.031739 
-1.035282, -1.165486, -1.114113, -1.077502, 0.065397 
-0.945232, -1.086655, -1.034396, -0.997786, 0.095512 
-0.857248, -1.009891, -0.957042, -0.919841, 0.121494 
-0.772513, -0.936374, -0.882640, -0.846029, 0.146295 
-0.692205, -0.866401, -0.812076, -0.776056, 0.176410 
-0.616032, -0.799675, -0.745055, -0.709625, 0.208001 
-0.543696, -0.736492, -0.681577, -0.646147, 0.232507 
-0.474904, -0.675967, -0.620756, -0.585621, 0.251993 
-0.408178, -0.617508, -0.562002, -0.527458, 0.277089 
-0.344405, -0.560821, -0.505314, -0.471952, 0.308680 
-0.284765, -0.507972, -0.452170, -0.419693, 0.339091 
-0.228964, -0.458665, -0.402864, -0.371273, 0.364482 
-0.177591, -0.412607, -0.357101, -0.326690, 0.382492 
-0.130942, -0.370682, -0.315176, -0.285651, 0.388987 
-0.089312, -0.333186, -0.277975, -0.249040, 0.391054 
-0.052702, -0.300118, -0.245202, -0.216859, 0.405521 
-0.020815, -0.271479, -0.216563, -0.189105, 0.435341 
0.006053, -0.246974, -0.192353, -0.165486, 0.459551 
0.028491, -0.226306, -0.171981, -0.145704, 0.464570 
0.046501, -0.210068, -0.155743, -0.130351, 0.461913 
0.058902, -0.198849, -0.144818, -0.119427, 0.462799 
0.066283, -0.192353, -0.138323, -0.112932, 0.462504 
0.069235, -0.189991, -0.135666, -0.110275, 0.464570 
0.067464, -0.191467, -0.137142, -0.111456, 0.472247 
0.060968, -0.197372, -0.143047, -0.117065, 0.468409 
0.049159, -0.208296, -0.153676, -0.127399, 0.448922 
0.032034, -0.223649, -0.169029, -0.142456, 0.439474 
0.010186, -0.243726, -0.188810, -0.161647, 0.446560 
-0.016091, -0.267346, -0.212430, -0.184972, 0.442427 
-0.047387, -0.295689, -0.240478, -0.212430, 0.421169 
-0.083702, -0.328757, -0.273251, -0.244021, 0.407883 
-0.124151, -0.365368, -0.309861, -0.279156, 0.401978 
-0.168733, -0.405226, -0.349720, -0.318128, 0.384854 
-0.218335, -0.449808, -0.394006, -0.361529, 0.358577 
-0.272365, -0.497933, -0.442132, -0.408769, 0.343224 
-0.330528, -0.549601, -0.493800, -0.459846, 0.342338 
-0.393121, -0.604813, -0.549011, -0.514172, 0.332890 
-0.460142, -0.664157, -0.608651, -0.572926, 0.299528 
-0.531887, -0.727340, -0.672129, -0.635518, 0.258193 
-0.607175, -0.793475, -0.738559, -0.701063, 0.233688 
-0.685710, -0.861677, -0.807352, -0.769265, 0.220402 
-0.766608, -0.932241, -0.878506, -0.840124, 0.195896 
-0.849572, -1.004281, -0.951137, -0.912755, 0.167552 
-0.933717, -1.077797, -1.025244, -0.986862, 0.145114 
-1.019043, -1.151904, -1.100236, -1.062445, 0.121199 
-1.104960, -1.227487, -1.176410, -1.138914, 0.093150 
-1.190582, -1.303071, -1.252879, -1.215678, 0.066873 
-1.275613, -1.378063, -1.328757, -1.292146, 0.038530 
-1.360644, -1.453056, -1.404635, -1.368615, 0.012253 
-1.447151, -1.528934, -1.481695, -1.446560, -0.005462 
-1.535430, -1.605994, -1.559935, -1.525982, -0.033806 
-1.624889, -1.683643, -1.638766, -1.605994, -0.087245 
-1.713758, -1.760998, -1.717597, -1.686005, -0.135075 
-1.801152, -1.836876, -1.794951, -1.764836, -0.157514 
-1.884706, -1.909802, -1.869058, -1.840714, -0.175229 
-1.963832, -1.979185, -1.939622, -1.912459, -0.202982 
-2.039120, -2.045025, -2.006938, -1.981252, -0.228964 
-2.111751, -2.108798, -2.071597, -2.047387, -0.245497 
-2.182019, -2.171095, -2.134780, -2.112046, -0.259079 
-2.249336, -2.230735, -2.195306, -2.174343, -0.284175 
-2.312223, -2.286537, -2.252288, -2.232802, -0.322262 
-2.370977, -2.339091, -2.305728, -2.287718, -0.355329 
-2.425893, -2.388102, -2.355624, -2.338795, -0.367730 
-2.475790, -2.433274, -2.401388, -2.385740, -0.371568 
-2.521258, -2.474313, -2.443017, -2.428255, -0.381311 
-2.561707, -2.511219, -2.480514, -2.466637, -0.397845 
-2.597431, -2.543106, -2.512991, -2.500591, -0.413493 
-2.628137, -2.571154, -2.541335, -2.529820, -0.424122 
-2.654414, -2.595365, -2.565840, -2.554916, -0.426779 
-2.676558, -2.615441, -2.586212, -2.575583, -0.434751 
-2.693977, -2.631385, -2.602451, -2.592117, -0.456304 
-2.706968, -2.643490, -2.614556, -2.604517, -0.480514 
-2.715235, -2.650871, -2.622232, -2.612489, -0.490257 
-2.718778, -2.654119, -2.625185, -2.616032, -0.482876 
-2.717892, -2.653233, -2.624594, -2.615146, -0.466342 
-2.712578, -2.648509, -2.619575, -2.610127, -0.456304 
-2.702539, -2.639356, -2.610422, -2.600974, -0.458075 
-2.688663, -2.626365, -2.597431, -2.587393, -0.461323 
-2.669767, -2.609241, -2.580012, -2.569678, -0.458961 
-2.646442, -2.587688, -2.558164, -2.547535, -0.456894 
-2.618394, -2.562297, -2.532477, -2.520962, -0.456304 
-2.585917, -2.532772, -2.502657, -2.490257, -0.449218 
-2.548420, -2.498819, -2.468113, -2.455122, -0.433570 
-2.505905, -2.459846, -2.428846, -2.415264, -0.409359 
-2.459256, -2.417626, -2.385740, -2.371273, -0.377177 
-2.409064, -2.372453, -2.339976, -2.324033, -0.349720 
-2.355329, -2.324328, -2.290966, -2.273841, -0.334367 
-2.295394, -2.270889, -2.236640, -2.218335, -0.319604 
-2.223354, -2.206820, -2.171686, -2.151904, -0.300709 
-2.136552, -2.129761, -2.093446, -2.071892, -0.284470 
-2.039711, -2.044435, -2.006348, -1.983319, -0.270298 
-1.942279, -1.958813, -1.919250, -1.894154, -0.247564 
-1.850753, -1.878506, -1.837762, -1.810895, -0.214792 
-1.766608, -1.805285, -1.763065, -1.734426, -0.180248 
-1.688072, -1.737378, -1.693682, -1.663862, -0.148361 
-1.611898, -1.671243, -1.626661, -1.595660, -0.121199 
-1.534544, -1.603927, -1.558164, -1.526277, -0.097579 
-1.453942, -1.533658, -1.486714, -1.454237, -0.071597 
-1.369206, -1.459551, -1.411721, -1.378358, -0.040301 
-1.282108, -1.382787, -1.334071, -1.299823, -0.007529 
-1.193534, -1.304547, -1.254650, -1.220106, 0.024358 
-1.104370, -1.226011, -1.175229, -1.140390, 0.056244 
-1.015205, -1.147476, -1.096103, -1.060378, 0.088722 
-0.926041, -1.069531, -1.017272, -0.981252, 0.119132 
-0.838057, -0.993062, -0.940213, -0.903897, 0.146590 
-0.753617, -0.919545, -0.865810, -0.829790, 0.174638 
-0.673310, -0.849572, -0.795247, -0.759817, 0.204163 
-0.597136, -0.783141, -0.728521, -0.693386, 0.231326 
-0.524801, -0.719959, -0.664748, -0.630499, 0.258784 
-0.456008, -0.659433, -0.603927, -0.570269, 0.287127 
-0.390759, -0.601565, -0.546058, -0.512991, 0.308680 
-0.328167, -0.546354, -0.490847, -0.458370, 0.322557 
-0.269412, -0.494095, -0.438589, -0.406997, 0.339681 
-0.214792, -0.445379, -0.389873, -0.359167, 0.364482 
-0.164895, -0.400502, -0.345291, -0.315766, 0.385740 
-0.120018, -0.360348, -0.305137, -0.276498, 0.399026 
-0.079864, -0.324328, -0.269117, -0.241364, 0.414378 
-0.044435, -0.292737, -0.237821, -0.210658, 0.433570 
-0.014615, -0.265574, -0.210954, -0.184086, 0.448037 
0.011072, -0.242545, -0.187924, -0.161647, 0.451284 
0.032625, -0.223354, -0.168733, -0.142752, 0.447151 
0.049454, -0.207706, -0.153381, -0.127989, 0.445970 
0.061854, -0.196191, -0.141866, -0.117065, 0.456008 
0.069531, -0.189105, -0.135075, -0.110275, 0.471656 
0.071597, -0.187334, -0.133304, -0.108798, 0.481104 
0.067759, -0.190877, -0.136847, -0.111751, 0.479628 
0.059197, -0.198849, -0.144523, -0.119132, 0.469885 
0.045616, -0.211249, -0.156924, -0.130942, 0.456008 
0.027606, -0.227783, -0.173457, -0.146885, 0.444494 
0.004576, -0.248745, -0.194125, -0.166962, 0.437703 
-0.023177, -0.273841, -0.218925, -0.191172, 0.431798 
-0.055063, -0.302480, -0.247564, -0.219221, 0.423826 
-0.091379, -0.335252, -0.279746, -0.250812, 0.412902 
-0.132123, -0.372158, -0.316652, -0.286537, 0.399026 
-0.178772, -0.414083, -0.358282, -0.326986, 0.384263 
-0.230145, -0.460142, -0.404340, -0.371863, 0.372749 
-0.285651, -0.509743, -0.453942, -0.420283, 0.358282 
-0.344996, -0.562592, -0.506791, -0.472247, 0.339091 
-0.409064, -0.618984, -0.563478, -0.528048, 0.310747 
-0.476971, -0.678919, -0.623413, -0.587393, 0.275317 
-0.548420, -0.741807, -0.686301, -0.649985, 0.250221 
-0.623708, -0.807352, -0.752436, -0.715235, 0.241955 
-0.701949, -0.875849, -0.821523, -0.783732, 0.231030 
-0.783437, -0.946708, -0.893268, -0.854591, 0.203868 
-0.867582, -1.019929, -0.967080, -0.928107, 0.169914 
-0.952908, -1.094627, -1.042368, -1.003691, 0.142752 
-1.039415, -1.170210, -1.118541, -1.080159, 0.120313 
-1.125923, -1.245793, -1.195010, -1.157514, 0.098760 
-1.211249, -1.321081, -1.271184, -1.233983, 0.070712 
-1.295394, -1.395483, -1.346472, -1.309861, 0.033806 
-1.380130, -1.470180, -1.422055, -1.386035, -0.000443 
-1.466637, -1.545763, -1.498819, -1.463685, -0.027310 
-1.554621, -1.622527, -1.576764, -1.542516, -0.051816 
-1.643490, -1.699882, -1.655300, -1.622527, -0.080455 
-1.732359, -1.776941, -1.733835, -1.702539, -0.116475 
-1.819457, -1.852820, -1.811190, -1.781075, -0.149247 
-1.902421, -1.925450, -1.885001, -1.856363, -0.170505 
-1.980957, -1.993947, -1.954975, -1.927812, -0.185562 
-2.055654, -2.059492, -2.021701, -1.996014, -0.206525 
-2.127694, -2.122970, -2.086064, -2.061559, -0.236640 
-2.197077, -2.184381, -2.148361, -2.125628, -0.270593 
-2.263508, -2.243135, -2.208001, -2.187039, -0.294508 
-2.326395, -2.299232, -2.264984, -2.245497, -0.306909 
-2.385149, -2.351786, -2.318719, -2.300413, -0.329052 
-2.438589, -2.399911, -2.367434, -2.350605, -0.363006 
-2.487304, -2.443608, -2.412017, -2.396369, -0.382492 
-2.531887, -2.483762, -2.452760, -2.437998, -0.391054 
-2.571450, -2.520077, -2.489371, -2.475199, -0.407588 
-2.605994, -2.551373, -2.521258, -2.507676, -0.420874 
-2.635223, -2.577945, -2.548420, -2.535725, -0.425303 
-2.660319, -2.600679, -2.571450, -2.559640, -0.439770 
-2.680986, -2.619575, -2.590641, -2.579126, -0.455123 
-2.696634, -2.634042, -2.605108, -2.594479, -0.453056 
-2.708149, -2.644671, -2.615737, -2.605403, -0.452761 
-2.716120, -2.651757, -2.623118, -2.612784, -0.462799 
-2.719663, -2.655005, -2.626365, -2.615737, -0.465161 
-2.717597, -2.653233, -2.624594, -2.613965, -0.459256 
-2.710511, -2.647033, -2.618098, -2.607470, -0.465161 
-2.698996, -2.636404, -2.607470, -2.596841, -0.480218 
-2.682462, -2.621051, -2.591822, -2.580898, -0.484942 
-2.660319, -2.600679, -2.571450, -2.560230, -0.471656 
-2.634337, -2.576764, -2.547240, -2.535725, -0.448922 
-2.605108, -2.550192, -2.520077, -2.507676, -0.433274 
-2.570564, -2.519191, -2.488781, -2.474904, -0.431208 
-2.530706, -2.482876, -2.451875, -2.437408, -0.427960 
-2.485828, -2.441836, -2.410245, -2.395483, -0.409655 
-2.436817, -2.397549, -2.365368, -2.349720, -0.378654 
-2.384263, -2.350015, -2.317242, -2.300413, -0.345881 
-2.327576, -2.299528, -2.265574, -2.247564, -0.323738 
-2.263212, -2.242250, -2.207411, -2.188220, -0.316652 
-2.185562, -2.173457, -2.137733, -2.116475, -0.315766 
-2.094626, -2.093150, -2.055949, -2.032920, -0.303956 
-1.997195, -2.007529, -1.968851, -1.943756, -0.275317 
-1.901831, -1.923679, -1.883525, -1.856658, -0.240478 
-1.813257, -1.846029, -1.804399, -1.776055, -0.208001 
-1.730883, -1.774579, -1.731768, -1.701949, -0.177000 
-1.652938, -1.706673, -1.662681, -1.631975, -0.145114 
-1.575878, -1.639947, -1.594479, -1.563183, -0.113227 
-1.496752, -1.571154, -1.524801, -1.492324, -0.081340 
-1.414083, -1.498819, -1.451284, -1.417921, -0.050044 
-1.327281, -1.422645, -1.374225, -1.339976, -0.019043 
-1.239297, -1.344996, -1.295689, -1.260850, 0.012253 
-1.151609, -1.267641, -1.217449, -1.182019, 0.044139 
-1.063921, -1.190582, -1.139799, -1.103779, 0.075731 
-0.975642, -1.113227, -1.061559, -1.024948, 0.105551 
-0.887363, -1.036168, -0.983614, -0.947003, 0.135961 
-0.801447, -0.961470, -0.908031, -0.871420, 0.164009 
-0.719073, -0.889725, -0.835695, -0.799380, 0.182610 
-0.640242, -0.821228, -0.766608, -0.730588, 0.194420 
-0.565840, -0.755979, -0.701063, -0.665633, 0.212430 
-0.495276, -0.693977, -0.638766, -0.603927, 0.239297 
-0.427369, -0.634337, -0.578831, -0.544877, 0.269412 
-0.362415, -0.576764, -0.521258, -0.488190, 0.301004 
-0.300709, -0.522143, -0.466342, -0.434455, 0.330233 
-0.243726, -0.471361, -0.415855, -0.384263, 0.350901 
-0.191467, -0.425007, -0.369206, -0.338500, 0.369206 
-0.144228, -0.382492, -0.326986, -0.297461, 0.389283 
-0.101712, -0.344700, -0.289194, -0.260555, 0.404635 
-0.064511, -0.310747, -0.255536, -0.227783, 0.413493 
-0.031149, -0.280927, -0.226011, -0.199144, 0.427074 
-0.002510, -0.254650, -0.199734, -0.173753, 0.450399 
0.021996, -0.232507, -0.177886, -0.152200, 0.468409 
0.042073, -0.214201, -0.159876, -0.134780, 0.470771 
0.056540, -0.200915, -0.146590, -0.121789, 0.463980 
0.065988, -0.192648, -0.138323, -0.113522, 0.462799 
0.070121, -0.188810, -0.134485, -0.109979, 0.466047 
0.069531, -0.189401, -0.135075, -0.110275, 0.466342 
0.064216, -0.194420, -0.140094, -0.115294, 0.465456 
0.053587, -0.203868, -0.149542, -0.124446, 0.469885 
0.037939, -0.218335, -0.163714, -0.138323, 0.472542 
0.016977, -0.237231, -0.182315, -0.156333, 0.463685 
-0.008415, -0.260260, -0.205344, -0.178477, 0.448332 
-0.037939, -0.287127, -0.231916, -0.204163, 0.435636 
-0.071893, -0.317833, -0.262327, -0.233983, 0.421760 
-0.110570, -0.352672, -0.297166, -0.267641, 0.407293 
-0.153676, -0.391645, -0.336138, -0.305728, 0.402864 
-0.202096, -0.435046, -0.379244, -0.347948, 0.401388 
-0.255536, -0.482876, -0.427074, -0.394597, 0.377768 
-0.313404, -0.534544, -0.478742, -0.445084, 0.335843 
-0.375111, -0.589460, -0.533658, -0.498819, 0.305137 
-0.440360, -0.646738, -0.591231, -0.555506, 0.293032 
-0.509743, -0.707854, -0.652347, -0.616327, 0.281222 
-0.582964, -0.772217, -0.717006, -0.680100, 0.258488 
-0.659728, -0.839238, -0.784322, -0.747121, 0.228078 
-0.739740, -0.908621, -0.854591, -0.817095, 0.190582 
-0.822409, -0.980661, -0.927222, -0.889430, 0.158990 
-0.907440, -1.054768, -1.001919, -0.963832, 0.145409 
-0.993357, -1.129466, -1.077502, -1.039711, 0.138323 
-1.079274, -1.204754, -1.153676, -1.116179, 0.115589 
-1.164305, -1.279746, -1.229259, -1.192353, 0.074550 
-1.248450, -1.353853, -1.304252, -1.267936, 0.034101 
-1.332300, -1.427960, -1.379244, -1.343815, 0.006053 
-1.418217, -1.503248, -1.455713, -1.421169, -0.012548 
-1.506495, -1.580602, -1.534249, -1.500590, -0.030263 
-1.596841, -1.659138, -1.613965, -1.581193, -0.061559 
-1.686891, -1.737673, -1.693682, -1.661795, -0.106141 
-1.775170, -1.814438, -1.771922, -1.741512, -0.147180 
-1.860201, -1.888544, -1.847210, -1.818571, -0.173753 
-1.940213, -1.958223, -1.918364, -1.891497, -0.190582 
-2.016091, -2.024653, -1.985976, -1.960585, -0.213020 
-2.089017, -2.088722, -2.051225, -2.027606, -0.242545 
-2.159876, -2.151609, -2.114999, -2.092560, -0.273546 
-2.228078, -2.211839, -2.176115, -2.154857, -0.295394 
-2.292737, -2.269413, -2.234573, -2.214792, -0.301890 
-2.353558, -2.323738, -2.290080, -2.271479, -0.311633 
-2.409950, -2.374225, -2.341157, -2.324033, -0.339976 
-2.461027, -2.419988, -2.387806, -2.372158, -0.372749 
-2.507086, -2.461323, -2.430027, -2.415560, -0.390759 
-2.548716, -2.498819, -2.468113, -2.454827, -0.399616 
-2.585622, -2.532477, -2.502067, -2.489962, -0.408474 
-2.618394, -2.562592, -2.532772, -2.520962, -0.422055 
-2.647033, -2.588574, -2.559049, -2.547535, -0.443608 
-2.670357, -2.609832, -2.580602, -2.569678, -0.466637 
-2.688958, -2.626661, -2.597727, -2.587393, -0.474314 
-2.703720, -2.640242, -2.611308, -2.601269, -0.465456 
-2.713463, -2.649395, -2.620756, -2.611013, -0.456894 
-2.718778, -2.654119, -2.625480, -2.616327, -0.459846 
-2.719663, -2.654709, -2.626070, -2.616918, -0.465751 
-2.715530, -2.651166, -2.622232, -2.612784, -0.467818 
-2.706082, -2.642604, -2.613670, -2.603927, -0.464866 
-2.692205, -2.629909, -2.600679, -2.590641, -0.466342 
-2.673310, -2.612784, -2.583260, -2.572631, -0.472247 
-2.649690, -2.590936, -2.561411, -2.550487, -0.471066 
-2.621642, -2.565249, -2.535429, -2.524210, -0.457780 
-2.590050, -2.536315, -2.506200, -2.494390, -0.440951 
-2.554030, -2.503838, -2.473133, -2.460437, -0.431503 
-2.512991, -2.466637, -2.435341, -2.421464, -0.421760 
-2.466637, -2.424712, -2.392826, -2.377768, -0.399911 
-2.415560, -2.378654, -2.346177, -2.329938, -0.375701 
-2.361234, -2.329938, -2.296575, -2.279155, -0.359758 
-2.301594, -2.276498, -2.242250, -2.223944, -0.344700 
-2.231916, -2.214201, -2.179067, -2.159876, -0.319014 
-2.148066, -2.140095, -2.103484, -2.082521, -0.286832 
-2.052997, -2.056244, -2.018453, -1.995424, -0.255831 
-1.955565, -1.970918, -1.931355, -1.905964, -0.229259 
-1.863153, -1.889725, -1.848981, -1.821523, -0.206525 
-1.777532, -1.815323, -1.773103, -1.744169, -0.184381 
-1.698110, -1.746236, -1.702834, -1.672424, -0.157809 
-1.621051, -1.679215, -1.634632, -1.603631, -0.128580 
-1.543401, -1.611603, -1.565840, -1.534249, -0.099055 
-1.462799, -1.541335, -1.494686, -1.462208, -0.068645 
-1.378358, -1.467523, -1.419693, -1.386035, -0.037939 
-1.290670, -1.390464, -1.341748, -1.307204, -0.007824 
-1.202687, -1.312814, -1.262917, -1.227783, 0.022882 
-1.114703, -1.235459, -1.184677, -1.148657, 0.054473 
-1.026129, -1.157219, -1.105846, -1.069531, 0.084883 
-0.936670, -1.078978, -1.026720, -0.990109, 0.113227 
-0.848391, -1.002214, -0.949070, -0.912459, 0.140390 
-0.763360, -0.928107, -0.874373, -0.838057, 0.166076 
-0.682462, -0.857839, -0.803513, -0.767493, 0.189401 
-0.605994, -0.791113, -0.736492, -0.700472, 0.213611 
-0.533953, -0.727930, -0.673014, -0.637585, 0.237231 
-0.465161, -0.667700, -0.612194, -0.577355, 0.259079 
-0.399026, -0.609241, -0.553735, -0.519782, 0.280632 
-0.336138, -0.553440, -0.497933, -0.464866, 0.304252 
-0.276794, -0.500886, -0.445084, -0.413198, 0.328757 
-0.221287, -0.451580, -0.395778, -0.364777, 0.352377 
-0.170505, -0.406112, -0.350310, -0.320490, 0.375406 
-0.124446, -0.364482, -0.309271, -0.280041, 0.396959 
-0.083407, -0.327576, -0.272365, -0.243726, 0.415560 
-0.047682, -0.295394, -0.240478, -0.212430, 0.433865 
-0.016977, -0.267936, -0.213020, -0.185858, 0.451284 
0.008710, -0.244317, -0.189696, -0.163419, 0.457780 
0.030263, -0.224830, -0.170210, -0.144523, 0.451284 
0.047682, -0.209182, -0.154562, -0.129466, 0.448332 
0.060378, -0.197668, -0.143342, -0.118246, 0.458665 
0.067759, -0.191172, -0.136847, -0.111456, 0.475495 
0.069826, -0.189105, -0.135075, -0.109389, 0.484942 
0.067464, -0.191467, -0.137142, -0.111456, 0.478447 
0.059787, -0.198553, -0.143933, -0.118246, 0.463685 
0.046797, -0.210068, -0.155743, -0.129761, 0.456008 
0.029082, -0.226306, -0.171686, -0.145114, 0.457189 
0.006938, -0.246383, -0.191763, -0.164600, 0.456008 
-0.019929, -0.270889, -0.215973, -0.188515, 0.448332 
-0.051816, -0.299823, -0.244612, -0.216268, 0.435932 
-0.088722, -0.333186, -0.277679, -0.247859, 0.414083 
-0.129761, -0.370387, -0.314585, -0.283880, 0.388102 
-0.175229, -0.411131, -0.355329, -0.323443, 0.370977 
-0.225421, -0.456008, -0.400207, -0.367730, 0.361234 
-0.280632, -0.505314, -0.449513, -0.415855, 0.350310 
-0.340272, -0.558459, -0.502362, -0.467818, 0.335843 
-0.404045, -0.614851, -0.559049, -0.523620, 0.317538 
-0.471952, -0.675081, -0.619280, -0.582669, 0.297166 
-0.543401, -0.737378, -0.682167, -0.644671, 0.271774 
-0.617803, -0.802628, -0.747712, -0.709920, 0.241955 
-0.696339, -0.870830, -0.816504, -0.778417, 0.214201 
-0.777237, -0.941689, -0.887659, -0.848981, 0.192944 
-0.859610, -1.013138, -0.959994, -0.921317, 0.171391 
-0.942870, -1.085769, -1.033215, -0.994833, 0.141866 
-1.027606, -1.159581, -1.107913, -1.069826, 0.109979 
-1.113227, -1.234869, -1.184086, -1.145999, 0.082521 
-1.198258, -1.309861, -1.259965, -1.222173, 0.054768 
-1.282403, -1.384263, -1.334957, -1.297756, 0.027606 
-1.366844, -1.458665, -1.410245, -1.373930, 0.002805 
-1.453646, -1.534839, -1.487600, -1.452170, -0.025834 
-1.543106, -1.612784, -1.566726, -1.532772, -0.062740 
-1.633451, -1.691025, -1.646442, -1.613965, -0.098465 
-1.722911, -1.768674, -1.725568, -1.694272, -0.121789 
-1.810304, -1.844848, -1.802923, -1.773103, -0.131532 
-1.893564, -1.917774, -1.877030, -1.848391, -0.151019 
-1.972099, -1.986566, -1.947003, -1.919841, -0.191172 
-2.046501, -2.051816, -2.013434, -1.987747, -0.232507 
-2.118541, -2.114703, -2.077797, -2.053587, -0.253764 
-2.188515, -2.176705, -2.140685, -2.117951, -0.259374 
-2.255831, -2.236640, -2.201506, -2.180248, -0.267346 
-2.319014, -2.293032, -2.258784, -2.239297, -0.289784 
-2.377768, -2.345291, -2.312223, -2.293623, -0.328462 
-2.431798, -2.393711, -2.361529, -2.344110, -0.363891 
-2.481104, -2.438293, -2.406407, -2.390464, -0.377177 
-2.525391, -2.478152, -2.447151, -2.432389, -0.386625 
-2.565545, -2.514467, -2.483762, -2.470180, -0.409359 
-2.600974, -2.546649, -2.516534, -2.503838, -0.428255 
-2.631680, -2.574402, -2.544582, -2.533068, -0.433570 
-2.657957, -2.598317, -2.568792, -2.557868, -0.440655 
-2.680100, -2.618689, -2.589460, -2.578831, -0.460437 
-2.697225, -2.634928, -2.605698, -2.595069, -0.474314 
-2.709330, -2.645852, -2.616918, -2.606584, -0.471656 
-2.716711, -2.652347, -2.623708, -2.613670, -0.463980 
-2.719368, -2.655005, -2.626365, -2.616327, -0.464275 
-2.717301, -2.652938, -2.624299, -2.614851, -0.464275 
-2.710806, -2.646738, -2.618098, -2.608651, -0.455123 
-2.700177, -2.636699, -2.608060, -2.598612, -0.448922 
-2.684529, -2.622527, -2.593593, -2.583555, -0.460142 
-2.663862, -2.603631, -2.574402, -2.563773, -0.472247 
-2.638175, -2.580307, -2.550782, -2.539563, -0.464866 
-2.608060, -2.552554, -2.522734, -2.511219, -0.442722 
-2.573221, -2.520962, -2.490847, -2.478447, -0.422941 
-2.534249, -2.485533, -2.454827, -2.441541, -0.407883 
-2.490847, -2.446265, -2.414969, -2.400797, -0.390464 
